Region;Temperature
Croatia;11.999
Croatia;4.646999999999999
Croatia;2.506
Croatia;1.976
Croatia;1.869
Croatia;5.662000000000001
Croatia;10.28
Croatia;14.605
Croatia;18.251
Croatia;20.431
Croatia;20.117
Croatia;17.162
Croatia;13.403
Croatia;7.672000000000001
Croatia;2.9000000000000004
Croatia;-2.79
Croatia;-0.7689999999999997
Croatia;6.117999999999999
Croatia;11.13
Croatia;16.925
Croatia;18.135
Croatia;22.253
Croatia;21.741
Croatia;18.098
Croatia;11.769
Croatia;5.48
Croatia;5.732
Croatia;2.104
Croatia;-0.8580000000000001
Croatia;5.41
Croatia;12.068
Croatia;18.525
Croatia;18.91200000000001
Croatia;20.629
Croatia;22.355
Croatia;16.923
Croatia;12.137
Croatia;7.2559999999999985
Croatia;1.3869999999999998
Croatia;-1.222
Croatia;2.7710000000000004
Croatia;2.099
Croatia;11.251
Croatia;14.353
Croatia;19.402
Croatia;23.249
Croatia;20.447
Croatia;20.416
Croatia;13.247
Croatia;7.3199999999999985
Croatia;3.451
Croatia;5.081
Croatia;4.654
Croatia;6.157
Croatia;10.795
Croatia;16.569000000000003
Croatia;19.042
Croatia;23.625
Croatia;22.253
Croatia;17.305
Croatia;12.498
Croatia;2.8999999999999995
Croatia;3.0
Croatia;1.653
Croatia;5.667000000000001
Croatia;9.899
Croatia;12.621
Croatia;15.273
Croatia;18.082
Croatia;21.962
Croatia;21.176
Croatia;17.040999999999997
Croatia;11.759
Croatia;6.031000000000001
Croatia;3.989
Croatia;1.93
Croatia;7.272
Croatia;9.987
Croatia;10.767
Croatia;17.14
Croatia;19.558
Croatia;21.631
Croatia;21.772
Croatia;16.159000000000002
Croatia;13.22
Croatia;7.790999999999999
Croatia;1.986
Croatia;2.376
Croatia;0.2530000000000001
Croatia;9.351
Croatia;9.668
Croatia;12.880999999999998
Croatia;19.701
Croatia;22.81
Croatia;21.743
Croatia;18.535
Croatia;11.034
Croatia;7.3039999999999985
Croatia;0.3430000000000004
Croatia;2.355
Croatia;4.331
Croatia;7.456
Croatia;11.757
Croatia;16.756999999999998
Croatia;19.757
Croatia;22.125
Croatia;25.068
Croatia;18.035
Croatia;12.094
Croatia;8.439
Croatia;2.415
Croatia;2.2190000000000003
Croatia;1.412
Croatia;5.6930000000000005
Croatia;11.658
Croatia;18.386
Croatia;20.592
Croatia;21.702
Croatia;22.746
Croatia;17.081
Croatia;13.46
Croatia;4.170999999999999
Croatia;4.059
Croatia;4.348
Croatia;3.319
Croatia;10.383
Croatia;11.279000000000002
Croatia;16.688
Croatia;20.249
Croatia;24.109
Croatia;23.71
Croatia;19.491
Croatia;11.26
Croatia;8.966000000000001
Croatia;3.518
Croatia;1.533
Croatia;6.619
Croatia;6.15
Croatia;11.261
Croatia;15.761
Croatia;18.761
Croatia;23.9
Croatia;20.822
Croatia;15.964999999999998
Croatia;13.362
Croatia;5.561999999999999
Croatia;2.885
Croatia;1.388
Croatia;0.27
Croatia;4.159000000000002
Croatia;11.409
Croatia;17.241
Croatia;20.812
Croatia;20.783
Croatia;21.17
Croatia;14.114
Croatia;12.138
Croatia;8.809999999999997
Croatia;1.215
Croatia;1.501
Croatia;4.883
Croatia;7.687
Croatia;8.075
Croatia;17.116
Croatia;20.564
Croatia;21.27
Croatia;21.433000000000003
Croatia;17.811
Croatia;10.390999999999998
Croatia;7.332999999999998
Croatia;3.865
Croatia;3.838
Croatia;6.28
Croatia;5.8610000000000015
Croatia;12.217
Croatia;16.186
Croatia;21.207
Croatia;22.911
Croatia;22.777
Croatia;16.729999999999997
Croatia;12.841
Croatia;4.7860000000000005
Croatia;-423
Croatia;2.123
Croatia;2.061
Croatia;8.458
Croatia;12.265999999999998
Croatia;17.28
Croatia;20.536
Croatia;22.409
Croatia;22.185
Croatia;19.326
Croatia;12.86
Croatia;5.526
Croatia;2.768
Croatia;-151
Croatia;4.7860000000000005
Croatia;7.734
Croatia;13.89
Croatia;18.112
Croatia;21.831
Croatia;21.481
Croatia;23.64
Croatia;17.477999999999998
Croatia;14.132
Croatia;10.542
Croatia;5.242000000000001
Croatia;4.082
Croatia;5.089
Croatia;10.429
Croatia;10.709
Croatia;18.175
Croatia;19.027
Croatia;22.688
Croatia;23.717
Croatia;15.557999999999998
Croatia;15.0
Croatia;5.430999999999999
Croatia;-973
Croatia;1.279
Croatia;6.516
Croatia;9.356
Croatia;11.140999999999998
Croatia;18.124
Croatia;21.938
Croatia;22.938
Croatia;21.484
Croatia;16.284000000000002
Croatia;12.425999999999998
Croatia;10.297
Croatia;3.004
Croatia;768
Croatia;-0.7749999999999999
Croatia;7.367999999999999
Croatia;10.842
Croatia;19.419
Croatia;24.19400000000001
Croatia;23.69
Croatia;25.508000000000003
Croatia;17.115
Croatia;10.47
Croatia;9.041
Croatia;3.164
Croatia;0.53
Croatia;3.4170000000000003
Croatia;6.197
Croatia;11.695
Croatia;14.863
Croatia;19.709
Croatia;22.237
Croatia;22.032
Croatia;17.252
Croatia;14.183
Croatia;7.406000000000001
Croatia;3.5120000000000005
Croatia;1.204
Croatia;-0.3109999999999999
Croatia;5.619
Croatia;11.413
Croatia;17.049
Croatia;20.305
Croatia;22.258000000000003
Croatia;19.907
Croatia;17.910999999999994
Croatia;12.463
Croatia;6.399
Croatia;2.298
Croatia;-199
Croatia;2.351
Croatia;5.627000000000002
Croatia;12.322
Croatia;16.333
Croatia;20.264
Croatia;24.108
Croatia;19.881
Croatia;18.6
Croatia;14.241
Croatia;8.721
Croatia;4.651
Croatia;6.041
Croatia;6.857
Croatia;9.068
Croatia;14.143
Croatia;18.203
Croatia;22.177
Croatia;23.878
Croatia;22.34
Croatia;15.735
Croatia;11.126
Croatia;5.670999999999999
Croatia;1.5590000000000002
Croatia;3.572
Croatia;5.3260000000000005
Croatia;7.795
Croatia;12.103
Croatia;17.636
Croatia;21.379
Croatia;22.736
Croatia;22.718000000000004
Croatia;16.448999999999998
Croatia;13.503
Croatia;8.347999999999999
Croatia;4.16
Croatia;706
Croatia;3.269
Croatia;7.5070000000000014
Croatia;13.906
Croatia;18.59
Croatia;19.735
Croatia;23.258000000000006
Croatia;23.495
Croatia;19.381
Croatia;12.179
Croatia;8.709
Croatia;3.766
Croatia;0.5129999999999999
Croatia;3.048
Croatia;7.218999999999999
Croatia;12.167
Croatia;16.293
Croatia;20.591
Croatia;23.761
Croatia;22.003
Croatia;16.357
Croatia;10.412
Croatia;9.481
Croatia;1.6850000000000005
Croatia;2.222
Croatia;2.6830000000000003
Croatia;7.46
Croatia;13.593
Croatia;17.143
Croatia;21.318
Croatia;22.364
Croatia;23.646
Croatia;20.949
Croatia;11.717
Croatia;5.444
Croatia;4.5230000000000015
Croatia;2.477
Croatia;-1.231999999999999
Croatia;9.972
Croatia;12.226
Croatia;16.713
Croatia;22.276
Croatia;24.613000000000003
Croatia;24.412
Croatia;18.973
Croatia;13.168
Croatia;9.883
Croatia;2.201
Croatia;2.752
Croatia;2.886
Croatia;5.699
Croatia;13.086
Croatia;16.502
Croatia;20.418
Croatia;23.809
Croatia;23.56
Croatia;23.56
Cuba;23.178
Cuba;22.353
Cuba;24.78700000000001
Cuba;25.423
Cuba;26.897
Cuba;27.659
Cuba;28.081
Cuba;28.021
Cuba;27.499
Cuba;27.308000000000003
Cuba;25.967
Cuba;23.005
Cuba;20.51
Cuba;22.988000000000003
Cuba;23.545
Cuba;25.016
Cuba;26.821
Cuba;27.927
Cuba;28.116
Cuba;28.006
Cuba;27.793000000000006
Cuba;26.86
Cuba;24.672
Cuba;23.584
Cuba;23.634
Cuba;24.483
Cuba;25.227
Cuba;26.111
Cuba;25.708
Cuba;27.654
Cuba;27.957
Cuba;28.213
Cuba;27.696
Cuba;26.583
Cuba;25.533
Cuba;24.182
Cuba;23.46
Cuba;23.224
Cuba;23.775
Cuba;24.502
Cuba;26.518
Cuba;27.444000000000003
Cuba;28.313
Cuba;28.083
Cuba;27.546000000000006
Cuba;26.794
Cuba;25.796
Cuba;24.941
Cuba;23.524
Cuba;23.84
Cuba;24.42
Cuba;25.627
Cuba;26.462
Cuba;26.683000000000003
Cuba;27.519
Cuba;27.844
Cuba;26.869000000000003
Cuba;26.223000000000003
Cuba;24.831
Cuba;23.749
Cuba;21.794
Cuba;23.295
Cuba;24.633000000000003
Cuba;24.6
Cuba;26.257
Cuba;27.673
Cuba;27.818
Cuba;27.901
Cuba;27.286
Cuba;26.913
Cuba;25.992
Cuba;23.9
Cuba;22.89
Cuba;23.518
Cuba;23.958
Cuba;24.303
Cuba;25.836
Cuba;26.981
Cuba;28.121
Cuba;27.932
Cuba;27.689
Cuba;26.881
Cuba;26.905
Cuba;25.457
Cuba;22.923
Cuba;23.702
Cuba;24.119
Cuba;23.771
Cuba;26.343000000000004
Cuba;27.774
Cuba;28.546
Cuba;28.718000000000004
Cuba;28.269
Cuba;26.522
Cuba;26.088
Cuba;24.322
Cuba;23.624
Cuba;23.652
Cuba;24.371
Cuba;25.299
Cuba;25.931
Cuba;27.306
Cuba;27.865
Cuba;27.762
Cuba;27.519
Cuba;26.739
Cuba;26.039
Cuba;23.79
Cuba;24.047
Cuba;23.618
Cuba;23.982
Cuba;25.46
Cuba;26.408
Cuba;27.358
Cuba;27.578000000000003
Cuba;27.965
Cuba;27.706000000000003
Cuba;26.667
Cuba;26.475
Cuba;23.577
Cuba;24.608
Cuba;24.561
Cuba;24.482
Cuba;24.951
Cuba;26.822
Cuba;27.558000000000003
Cuba;27.853
Cuba;28.187
Cuba;27.934
Cuba;26.996
Cuba;25.475
Cuba;24.174
Cuba;24.622
Cuba;23.449
Cuba;25.089
Cuba;26.167
Cuba;26.766
Cuba;27.432
Cuba;28.389
Cuba;28.334
Cuba;27.57
Cuba;26.692
Cuba;25.35
Cuba;24.13
Cuba;23.349
Cuba;24.091
Cuba;24.424
Cuba;25.024
Cuba;25.179
Cuba;27.564
Cuba;28.26
Cuba;27.915
Cuba;27.246
Cuba;26.841
Cuba;26.365
Cuba;24.057
Cuba;24.185
Cuba;22.822
Cuba;23.739
Cuba;24.366
Cuba;25.716
Cuba;27.53
Cuba;28.281
Cuba;28.5
Cuba;27.81
Cuba;27.242
Cuba;26.239
Cuba;24.063
Cuba;23.727
Cuba;24.82
Cuba;24.675
Cuba;25.936
Cuba;26.601
Cuba;27.939
Cuba;27.926
Cuba;27.957
Cuba;27.628
Cuba;27.029
Cuba;26.315
Cuba;24.623
Cuba;23.239
Cuba;23.375
Cuba;24.277
Cuba;26.177
Cuba;27.428
Cuba;27.783
Cuba;28.16
Cuba;28.113000000000003
Cuba;27.964
Cuba;27.25
Cuba;26.128
Cuba;23.636
Cuba;22.699
Cuba;22.505
Cuba;23.534
Cuba;25.394
Cuba;26.738000000000003
Cuba;27.626
Cuba;28.321
Cuba;28.244
Cuba;28.033
Cuba;26.943
Cuba;25.662
Cuba;23.917
Cuba;23.506
Cuba;24.863000000000003
Cuba;25.82
Cuba;26.009
Cuba;27.623
Cuba;27.871
Cuba;28.66
Cuba;28.833
Cuba;28.277
Cuba;26.993
Cuba;26.551
Cuba;24.653
Cuba;24.251
Cuba;23.899
Cuba;23.966
Cuba;25.294
Cuba;27.037
Cuba;28.791
Cuba;28.709
Cuba;28.793000000000003
Cuba;27.979000000000006
Cuba;27.074
Cuba;26.163
Cuba;24.929
Cuba;23.842
Cuba;22.938
Cuba;24.012
Cuba;25.975
Cuba;26.444000000000003
Cuba;27.32
Cuba;27.968000000000004
Cuba;28.253
Cuba;27.825000000000006
Cuba;26.766
Cuba;24.904
Cuba;23.323
Cuba;22.446
Cuba;23.272
Cuba;24.442
Cuba;25.327
Cuba;26.674
Cuba;27.52
Cuba;28.361
Cuba;28.365
Cuba;28.058000000000003
Cuba;26.388
Cuba;24.965
Cuba;23.602
Cuba;21.245
Cuba;24.553
Cuba;24.664
Cuba;25.463
Cuba;25.833
Cuba;27.864
Cuba;27.972
Cuba;28.756
Cuba;27.599
Cuba;26.884
Cuba;24.839
Cuba;24.605
Cuba;23.626
Cuba;24.007
Cuba;25.154
Cuba;25.92
Cuba;26.892
Cuba;27.464
Cuba;28.6
Cuba;28.277
Cuba;27.594
Cuba;27.41
Cuba;26.05
Cuba;24.762
Cuba;22.343000000000004
Cuba;24.937
Cuba;26.327
Cuba;25.228
Cuba;27.5
Cuba;27.773000000000003
Cuba;28.32
Cuba;28.32
Cuba;28.161
Cuba;27.623
Cuba;26.179
Cuba;23.628
Cuba;23.164
Cuba;24.569000000000003
Cuba;24.885
Cuba;25.149
Cuba;26.864
Cuba;28.438
Cuba;28.414
Cuba;28.745
Cuba;28.192
Cuba;27.232
Cuba;25.534
Cuba;24.041
Cuba;22.878
Cuba;22.667
Cuba;25.017
Cuba;25.332
Cuba;27.022
Cuba;27.984
Cuba;28.685
Cuba;28.816
Cuba;28.561
Cuba;26.8
Cuba;25.885
Cuba;24.082
Cuba;23.406
Cuba;22.987
Cuba;24.374
Cuba;25.591
Cuba;26.761
Cuba;27.585
Cuba;28.24
Cuba;28.279
Cuba;28.37
Cuba;27.463
Cuba;25.293000000000003
Cuba;25.505
Cuba;24.645
Cuba;24.401
Cuba;24.719
Cuba;25.307
Cuba;26.273000000000003
Cuba;27.583
Cuba;28.624
Cuba;28.561
Cuba;27.821
Cuba;27.118
Cuba;25.427
Cuba;24.878
Cuba;23.545
Cuba;24.322
Cuba;24.604
Cuba;25.02
Cuba;27.046
Cuba;27.85
Cuba;28.174
Cuba;28.464
Cuba;27.97
Cuba;26.922
Cuba;24.706
Cuba;24.034
Cuba;22.969
Cuba;22.225
Cuba;23.446
Cuba;25.264
Cuba;26.319000000000003
Cuba;27.467
Cuba;28.866
Cuba;28.642
Cuba;28.277
Cuba;27.679
Cuba;25.868
Cuba;25.246
Cuba;22.344
Cuba;22.755
Cuba;23.136
Cuba;25.332
Cuba;27.465
Cuba;28.743
Cuba;28.306
Cuba;28.622
Cuba;28.083
Cuba;26.827
Cuba;24.879
Cuba;21.036
Cuba;22.994
Cuba;23.921
Cuba;24.141
Cuba;26.386
Cuba;26.725
Cuba;27.738000000000003
Cuba;28.23
Cuba;28.495
Cuba;28.167
Cuba;26.917
Cuba;25.622
Cuba;24.5
Cuba;23.468000000000004
Cuba;24.418000000000003
Cuba;24.904
Cuba;25.255
Cuba;26.542
Cuba;27.778
Cuba;28.026
Cuba;28.301
Cuba;27.983
Cuba;26.954
Cuba;24.587
Cuba;24.492
Cuba;24.584
Cuba;24.279
Cuba;23.345
Cuba;26.14
Cuba;26.495
Cuba;27.491
Cuba;27.568
Cuba;27.928
Cuba;28.424000000000003
Curaçao;26.557
Curaçao;26.459
Curaçao;26.94400000000001
Curaçao;27.78700000000001
Curaçao;28.747
Curaçao;28.961
Curaçao;29.041
Curaçao;29.15
Curaçao;29.309
Curaçao;28.642000000000003
Curaçao;27.799000000000003
Curaçao;26.986
Curaçao;26.781
Curaçao;26.964
Curaçao;27.231
Curaçao;27.041
Curaçao;28.274
Curaçao;28.35
Curaçao;28.792
Curaçao;28.953000000000003
Curaçao;28.765
Curaçao;28.474
Curaçao;28.396
Curaçao;27.644
Curaçao;26.355
Curaçao;26.356
Curaçao;26.468000000000004
Curaçao;26.975
Curaçao;28.052
Curaçao;28.472
Curaçao;28.454
Curaçao;29.014
Curaçao;29.003
Curaçao;28.360000000000007
Curaçao;27.836
Curaçao;26.860000000000007
Curaçao;26.707
Curaçao;26.653
Curaçao;27.442
Curaçao;27.47600000000001
Curaçao;28.389
Curaçao;29.073
Curaçao;28.953000000000003
Curaçao;29.18
Curaçao;29.37
Curaçao;28.389000000000006
Curaçao;28.261000000000006
Curaçao;27.111
Curaçao;26.539
Curaçao;26.742
Curaçao;26.76
Curaçao;27.306
Curaçao;28.262
Curaçao;28.617
Curaçao;28.395
Curaçao;28.72300000000001
Curaçao;28.66200000000001
Curaçao;28.19100000000001
Curaçao;27.247
Curaçao;26.177000000000003
Curaçao;25.565
Curaçao;25.885
Curaçao;26.163
Curaçao;26.844
Curaçao;28.128
Curaçao;28.356
Curaçao;28.502
Curaçao;28.731
Curaçao;28.769
Curaçao;27.939
Curaçao;27.108
Curaçao;25.991000000000003
Curaçao;25.895
Curaçao;25.815
Curaçao;26.549
Curaçao;27.305
Curaçao;27.948
Curaçao;28.481
Curaçao;28.48
Curaçao;28.771
Curaçao;28.513
Curaçao;27.85
Curaçao;27.491000000000003
Curaçao;26.711
Curaçao;26.305
Curaçao;26.641
Curaçao;27.156
Curaçao;28.275
Curaçao;28.944000000000003
Curaçao;29.489
Curaçao;29.173
Curaçao;29.467
Curaçao;29.612
Curaçao;28.911
Curaçao;28.56600000000001
Curaçao;27.958
Curaçao;26.522
Curaçao;26.593000000000004
Curaçao;26.822000000000006
Curaçao;27.613000000000003
Curaçao;28.729
Curaçao;29.166
Curaçao;29.189
Curaçao;28.593000000000004
Curaçao;28.744
Curaçao;27.678
Curaçao;27.65
Curaçao;26.104000000000006
Curaçao;25.799
Curaçao;25.577
Curaçao;26.164
Curaçao;27.14
Curaçao;27.785
Curaçao;28.177
Curaçao;28.553
Curaçao;29.227
Curaçao;29.121
Curaçao;28.398000000000003
Curaçao;27.861
Curaçao;26.866000000000003
Curaçao;26.2
Curaçao;25.743
Curaçao;26.452
Curaçao;27.239
Curaçao;28.078000000000003
Curaçao;28.772
Curaçao;28.655
Curaçao;29.032
Curaçao;29.433000000000003
Curaçao;28.113000000000003
Curaçao;27.965
Curaçao;26.621
Curaçao;26.067
Curaçao;26.628
Curaçao;26.762
Curaçao;27.164
Curaçao;28.171
Curaçao;28.673
Curaçao;28.667
Curaçao;29.089
Curaçao;29.097
Curaçao;28.538
Curaçao;27.63000000000001
Curaçao;25.935
Curaçao;26.249
Curaçao;26.562
Curaçao;27.159
Curaçao;27.721
Curaçao;28.732
Curaçao;28.925
Curaçao;28.172
Curaçao;29.053
Curaçao;28.804
Curaçao;28.756
Curaçao;27.861
Curaçao;26.906
Curaçao;26.295
Curaçao;26.43
Curaçao;26.949
Curaçao;27.725
Curaçao;28.827
Curaçao;29.075
Curaçao;29.008000000000006
Curaçao;28.91200000000001
Curaçao;28.828000000000007
Curaçao;28.947000000000006
Curaçao;27.883000000000006
Curaçao;27.116000000000003
Curaçao;26.422
Curaçao;26.327
Curaçao;26.882
Curaçao;27.424000000000003
Curaçao;28.306
Curaçao;28.865
Curaçao;28.447000000000006
Curaçao;28.909
Curaçao;29.189
Curaçao;28.533
Curaçao;28.447000000000006
Curaçao;27.293000000000006
Curaçao;27.057
Curaçao;26.836
Curaçao;27.025
Curaçao;27.846
Curaçao;28.948
Curaçao;29.247
Curaçao;28.942
Curaçao;29.246
Curaçao;29.633000000000006
Curaçao;28.296000000000006
Curaçao;28.236
Curaçao;27.35
Curaçao;26.721
Curaçao;26.997
Curaçao;27.152
Curaçao;27.549000000000003
Curaçao;28.29
Curaçao;28.679
Curaçao;28.559
Curaçao;29.203000000000003
Curaçao;29.534
Curaçao;28.389000000000006
Curaçao;27.573
Curaçao;26.798
Curaçao;26.257
Curaçao;26.488000000000003
Curaçao;26.285
Curaçao;27.356
Curaçao;28.706
Curaçao;28.991
Curaçao;28.966
Curaçao;29.124
Curaçao;29.528
Curaçao;29.088
Curaçao;28.419
Curaçao;27.73
Curaçao;27.431
Curaçao;27.316
Curaçao;27.443
Curaçao;28.062
Curaçao;28.921
Curaçao;29.168000000000003
Curaçao;28.951
Curaçao;29.837
Curaçao;29.714
Curaçao;28.73
Curaçao;28.182
Curaçao;27.077
Curaçao;26.143
Curaçao;26.128
Curaçao;27.040000000000006
Curaçao;27.203000000000007
Curaçao;28.457
Curaçao;28.757
Curaçao;28.584
Curaçao;29.148000000000003
Curaçao;29.002
Curaçao;27.942
Curaçao;27.671000000000006
Curaçao;26.123
Curaçao;25.371
Curaçao;25.826
Curaçao;26.155
Curaçao;27.276
Curaçao;28.192
Curaçao;28.305
Curaçao;28.429
Curaçao;29.235
Curaçao;28.991000000000003
Curaçao;28.738000000000003
Curaçao;27.388
Curaçao;26.863000000000003
Curaçao;26.459
Curaçao;26.442
Curaçao;26.858
Curaçao;27.253
Curaçao;28.607
Curaçao;28.58
Curaçao;28.76
Curaçao;29.288
Curaçao;29.08
Curaçao;28.521
Curaçao;28.474
Curaçao;27.803
Curaçao;27.067
Curaçao;26.81
Curaçao;27.148000000000003
Curaçao;27.438
Curaçao;28.607
Curaçao;28.768
Curaçao;28.97600000000001
Curaçao;29.502
Curaçao;29.634
Curaçao;28.921000000000006
Curaçao;28.47300000000001
Curaçao;27.571
Curaçao;27.237
Curaçao;27.222
Curaçao;27.196
Curaçao;27.766
Curaçao;28.697
Curaçao;28.682
Curaçao;28.56600000000001
Curaçao;29.341
Curaçao;29.391
Curaçao;29.184
Curaçao;28.47
Curaçao;27.44100000000001
Curaçao;26.484
Curaçao;26.757
Curaçao;27.009
Curaçao;27.693
Curaçao;28.206
Curaçao;28.58
Curaçao;28.687
Curaçao;29.078000000000003
Curaçao;29.166
Curaçao;28.737
Curaçao;27.313
Curaçao;26.978
Curaçao;26.31900000000001
Curaçao;26.258000000000003
Curaçao;27.863000000000003
Curaçao;27.985000000000007
Curaçao;29.022
Curaçao;29.521
Curaçao;29.265
Curaçao;29.507
Curaçao;29.736
Curaçao;28.74
Curaçao;27.627
Curaçao;26.672
Curaçao;26.262
Curaçao;26.464
Curaçao;26.985
Curaçao;27.367
Curaçao;28.858
Curaçao;29.325
Curaçao;29.077
Curaçao;29.427
Curaçao;29.768
Curaçao;29.095
Curaçao;28.871
Curaçao;27.685
Curaçao;26.998
Curaçao;26.867
Curaçao;27.404
Curaçao;27.908
Curaçao;28.995
Curaçao;29.413
Curaçao;29.438
Curaçao;29.28700000000001
Curaçao;29.183000000000003
Curaçao;28.450000000000006
Curaçao;28.430000000000003
Curaçao;27.043000000000006
Curaçao;26.678
Curaçao;26.521
Curaçao;26.701
Curaçao;27.459000000000003
Curaçao;28.308000000000003
Curaçao;28.875
Curaçao;28.94100000000001
Curaçao;29.43
Curaçao;29.628
Curaçao;28.064
Curaçao;27.727
Curaçao;26.69
Curaçao;26.81
Curaçao;26.171
Curaçao;26.265
Curaçao;27.311
Curaçao;28.454
Curaçao;28.983
Curaçao;29.22300000000001
Curaçao;29.498
Curaçao;30.045
Curaçao;29.288
Curaçao;28.988000000000003
Curaçao;27.994000000000003
Curaçao;27.49
Curaçao;27.535
Curaçao;28.399
Curaçao;28.225
Curaçao;29.297
Curaçao;29.422
Curaçao;29.402
Curaçao;29.879
Curaçao;28.952
Curaçao;28.865
Curaçao;27.237
Curaçao;26.979000000000006
Curaçao;26.902
Curaçao;26.692
Curaçao;26.233
Curaçao;26.996
Curaçao;28.229
Curaçao;29.152
Curaçao;29.062
Curaçao;29.499
Curaçao;29.334000000000003
Curaçao;28.552000000000003
Curaçao;28.145000000000003
Curaçao;26.961
Curaçao;26.364
Curaçao;26.567
Curaçao;26.736
Curaçao;27.306
Curaçao;28.595
Curaçao;29.09
Curaçao;29.335
Curaçao;29.354
Curaçao;29.463
Curaçao;28.591
Curaçao;28.174000000000003
Curaçao;27.061
Curaçao;26.679
Curaçao;26.859
Curaçao;27.249
Curaçao;27.611
Curaçao;28.569000000000003
Curaçao;29.191
Curaçao;29.279
Curaçao;29.527
Curaçao;29.527
Cyprus;10.884
Cyprus;11.219
Cyprus;13.162
Cyprus;16.132
Cyprus;19.933
Cyprus;23.925
Cyprus;26.591
Cyprus;27.041
Cyprus;24.188
Cyprus;21.514
Cyprus;17.933
Cyprus;13.679
Cyprus;11.683
Cyprus;11.941
Cyprus;14.759
Cyprus;16.785999999999998
Cyprus;19.126
Cyprus;24.54
Cyprus;26.656
Cyprus;27.05
Cyprus;25.184
Cyprus;22.725
Cyprus;15.669
Cyprus;14.664
Cyprus;12.474
Cyprus;10.433
Cyprus;12.175999999999998
Cyprus;17.021
Cyprus;20.278
Cyprus;23.762
Cyprus;25.639
Cyprus;26.651
Cyprus;25.387
Cyprus;21.64
Cyprus;15.101
Cyprus;12.235
Cyprus;9.535
Cyprus;10.243
Cyprus;12.456
Cyprus;16.191
Cyprus;20.412
Cyprus;23.313
Cyprus;26.182
Cyprus;26.188
Cyprus;24.408
Cyprus;20.186
Cyprus;18.049
Cyprus;13.928999999999998
Cyprus;12.636
Cyprus;12.943
Cyprus;13.983
Cyprus;15.863
Cyprus;21.184
Cyprus;23.924
Cyprus;26.018
Cyprus;25.759
Cyprus;24.861
Cyprus;21.923
Cyprus;16.273
Cyprus;11.953
Cyprus;13.109000000000002
Cyprus;10.261
Cyprus;13.173
Cyprus;16.980999999999998
Cyprus;21.501
Cyprus;24.138
Cyprus;26.192
Cyprus;27.903
Cyprus;25.286
Cyprus;19.906
Cyprus;18.313
Cyprus;13.61
Cyprus;12.495
Cyprus;13.004
Cyprus;14.649
Cyprus;18.707
Cyprus;19.259
Cyprus;24.39
Cyprus;26.392
Cyprus;27.211
Cyprus;26.103
Cyprus;21.253
Cyprus;15.241
Cyprus;12.709
Cyprus;12.856
Cyprus;13.583
Cyprus;10.904000000000002
Cyprus;15.464
Cyprus;19.716
Cyprus;23.708
Cyprus;27.124
Cyprus;27.349
Cyprus;25.554
Cyprus;20.607
Cyprus;16.391000000000002
Cyprus;13.339
Cyprus;11.988
Cyprus;11.845
Cyprus;12.647
Cyprus;16.868
Cyprus;21.348000000000003
Cyprus;24.483
Cyprus;28.4
Cyprus;27.833
Cyprus;25.476
Cyprus;20.573
Cyprus;14.678
Cyprus;12.815
Cyprus;9.542
Cyprus;10.965
Cyprus;14.181
Cyprus;19.596
Cyprus;21.765
Cyprus;23.623
Cyprus;26.919
Cyprus;26.93
Cyprus;24.952
Cyprus;20.19
Cyprus;17.114
Cyprus;13.183
Cyprus;10.343
Cyprus;11.403
Cyprus;13.757
Cyprus;16.846
Cyprus;20.484
Cyprus;24.006
Cyprus;26.793000000000003
Cyprus;26.84
Cyprus;24.661
Cyprus;22.149
Cyprus;18.539
Cyprus;14.512
Cyprus;11.698
Cyprus;11.4
Cyprus;14.688
Cyprus;17.396
Cyprus;20.33
Cyprus;24.117
Cyprus;26.401
Cyprus;27.109
Cyprus;24.972
Cyprus;21.96
Cyprus;17.212
Cyprus;11.71
Cyprus;9.563
Cyprus;8.59
Cyprus;11.697
Cyprus;16.0
Cyprus;19.757
Cyprus;23.713
Cyprus;25.739
Cyprus;27.377
Cyprus;24.655
Cyprus;21.951
Cyprus;16.835
Cyprus;10.714
Cyprus;10.522
Cyprus;9.814
Cyprus;12.59
Cyprus;16.465
Cyprus;19.371
Cyprus;24.542
Cyprus;26.938
Cyprus;27.708
Cyprus;24.866
Cyprus;23.862
Cyprus;16.141000000000002
Cyprus;14.569
Cyprus;13.572
Cyprus;12.237
Cyprus;13.493
Cyprus;18.575
Cyprus;21.59
Cyprus;24.567
Cyprus;26.655
Cyprus;27.741
Cyprus;27.214
Cyprus;24.156
Cyprus;16.268
Cyprus;11.556
Cyprus;12.303
Cyprus;12.581
Cyprus;14.062
Cyprus;15.970999999999998
Cyprus;20.831
Cyprus;25.431
Cyprus;26.933000000000003
Cyprus;27.463
Cyprus;25.176
Cyprus;21.039
Cyprus;14.639
Cyprus;12.519
Cyprus;11.4
Cyprus;12.738
Cyprus;13.236
Cyprus;15.555
Cyprus;22.046
Cyprus;24.982
Cyprus;27.441
Cyprus;27.613000000000003
Cyprus;25.016
Cyprus;20.418
Cyprus;18.282
Cyprus;14.98
Cyprus;12.755999999999998
Cyprus;10.661
Cyprus;12.299
Cyprus;14.739
Cyprus;21.183000000000003
Cyprus;24.691
Cyprus;27.516
Cyprus;25.886
Cyprus;24.139
Cyprus;21.362
Cyprus;17.512
Cyprus;13.771
Cyprus;11.711
Cyprus;12.275
Cyprus;12.996
Cyprus;18.19
